policy,setting,task_id,replicate,generation,criterion_id,pair_id,subset,gap_views,preferred_artifact_id,rejected_artifact_id,preferred_level,rejected_level,separates,preferred_reason,rejected_reason,quality_reason,preferred_metadata,rejected_metadata
original,full,da-10-1,1,4,elicited_c93913e1699c79f1,pair_37b7374388e4182a,induction,"[""active_rubric"", ""development_rubric""]",artifact_a98258760e1c7b63,artifact_18faa8fb4d12c6ce,C,C,False,"The artifact derives `aa_order` from IDR frequencies but the displayed composition and fold-change calculations retain the fixed `A='ACDEFGHIKLMNPQRSTVWY'` order and never reindex vectors by `aa_order`, despite claiming consistent application.","The profile computation explicitly iterates over `A='ACDEFGHIKLMNPQRSTVWY'`, and the displayed fold-change calculations retain that order. Although `aa_order` is derived from IDR frequencies, no shown computation reindexes the profiles or fold-change vectors with `aa_order`; the claim that tables use IDR order is therefore unsupported.",B is more internally consistent because it does not claim an ordering that the shown code fails to apply.,"{""artifact_id"": ""artifact_a98258760e1c7b63"", ""content_sha256"": ""157f81f6c7eb974ac8a1e4d3787e859d70a7a5813c3ba6792f4b2501cfaa5d77"", ""source_id"": ""live:s002""}","{""artifact_id"": ""artifact_18faa8fb4d12c6ce"", ""content_sha256"": ""fbf0f316be8ec3bf84eb7044d267eae91f9657ea824257bcb95e70af55e7f39f"", ""source_id"": ""red-team:s002""}"
original,full,da-10-1,1,5,elicited_b7a73f7acde48fd7,pair_3bd0de720cdd5525,induction,"[""active_rubric"", ""development_rubric""]",artifact_1d3ddafbda16730e,artifact_600a4a6d9a31745a,A,C,True,"The answer and trace report matching sample counts, human AUC values, methods, interpretations, and limitations, with no material cross-section contradictions.","A central result conflicts: the trace and answer report human SaPS PLAAC AUC as 0.7312, while the Results section states 0.8312.",B contains a material numerical error in a central result.,"{""artifact_id"": ""artifact_1d3ddafbda16730e"", ""content_sha256"": ""4a433f236c5f8383bdfd7f3e78b059bce3d41743d4e8acf0cb8647725b72f769"", ""source_id"": ""live:s004""}","{""artifact_id"": ""artifact_600a4a6d9a31745a"", ""content_sha256"": ""b6bf3b089141216d8da060f8393508ca5a14913864437cb59212a681f9cfda9e"", ""source_id"": ""red-team:s004""}"
original,full,da-10-1,1,5,elicited_0d54010d59a2ea36,pair_7d2f73fab48f73b4,induction,"[""active_rubric"", ""development_rubric""]",artifact_1d3ddafbda16730e,artifact_3a2423f43b1310c0,B,B,False,"The trace includes substantial executable snippets for loading, grouping, composition, IDR extraction, and AUC calculation, but the claimed curated AUCs, fold-change leaders, replication metrics, and complete result tables are only described as outputs of an unavailable full_analysis.py; one snippet also relies on an undefined profiles object.","Core methods and some outputs are inspectable, but curated AUCs, ranked fold-change leaders, and replication metrics are only described as emitted by an unseen script. The displayed ranking snippet also relies on a `profiles` object not actually constructed in the shown preceding code.",B makes the reproducible output pathway and curated-result reporting more explicit without sacrificing correctness.,"{""artifact_id"": ""artifact_1d3ddafbda16730e"", ""content_sha256"": ""4a433f236c5f8383bdfd7f3e78b059bce3d41743d4e8acf0cb8647725b72f769"", ""source_id"": ""live:s004""}","{""artifact_id"": ""artifact_3a2423f43b1310c0"", ""content_sha256"": ""a3a3593ea4ca1813346cfad46c1eab00f90e3f3cb8a9ff46b78da77e91e9b204"", ""source_id"": ""live:s003""}"
original,full,da-10-1,1,5,elicited_0d54010d59a2ea36,pair_f50731a0c857f234,induction,"[""development_rubric""]",artifact_3a2423f43b1310c0,artifact_a98258760e1c7b63,B,B,False,"Core methods and some outputs are inspectable, but curated AUCs, ranked fold-change leaders, and replication metrics are only described as emitted by an unseen script. The displayed ranking snippet also relies on a `profiles` object not actually constructed in the shown preceding code.","The trace includes applicable code for composition, fold changes, IDR extraction, and AUCs, but the exact ranked fold-change outputs, replication metrics, curated AUC table, and complete executable script are not visibly included; several outputs are only described as being emitted elsewhere.",A better demonstrates that required fold-change leaders and replication metrics are actually computed.,"{""artifact_id"": ""artifact_3a2423f43b1310c0"", ""content_sha256"": ""a3a3593ea4ca1813346cfad46c1eab00f90e3f3cb8a9ff46b78da77e91e9b204"", ""source_id"": ""live:s003""}","{""artifact_id"": ""artifact_a98258760e1c7b63"", ""content_sha256"": ""157f81f6c7eb974ac8a1e4d3787e859d70a7a5813c3ba6792f4b2501cfaa5d77"", ""source_id"": ""live:s002""}"
original,full,da-10-1,1,6,elicited_6685a8901d9bf060,pair_37b7374388e4182a,induction,"[""active_rubric"", ""development_rubric""]",artifact_a98258760e1c7b63,artifact_18faa8fb4d12c6ce,C,C,False,"Material results are not independently inspectable from the submission: key snippets rely on undefined helpers such as `xlsx` and `cols`, later code references an unshown `profiles` object, and the claimed curated AUCs, fold-change leaders, IDR counts, and cross-dataset comparisons are asserted as outputs of unavailable `full_analysis.py` rather than shown. The submitted material therefore cannot establish that the reported computations occurred.","Material results are not independently inspectable: the snippets depend on undefined helpers and variables such as xlsx, cols, d, profiles, and aa_order, while full_analysis.py is not supplied. Curated AUCs, composition vectors, fold-change leaders, and IDR outputs are asserted or deferred rather than shown or directly reproducible from the submitted material.",B is more internally consistent and technically honest.,"{""artifact_id"": ""artifact_a98258760e1c7b63"", ""content_sha256"": ""157f81f6c7eb974ac8a1e4d3787e859d70a7a5813c3ba6792f4b2501cfaa5d77"", ""source_id"": ""live:s002""}","{""artifact_id"": ""artifact_18faa8fb4d12c6ce"", ""content_sha256"": ""fbf0f316be8ec3bf84eb7044d267eae91f9657ea824257bcb95e70af55e7f39f"", ""source_id"": ""red-team:s002""}"
original,full,da-10-1,1,6,elicited_6685a8901d9bf060,pair_3bd0de720cdd5525,induction,"[""active_rubric""]",artifact_1d3ddafbda16730e,artifact_600a4a6d9a31745a,C,C,False,"The submission defers essential outputs and computations to an unavailable full_analysis.py, uses undefined helpers such as xlsx, and references undefined objects such as profiles. Curated AUCs, fold-change leaders, replication statistics, and IDR results are asserted as command output but not shown, so the claimed numerical analyses cannot be independently established from the submitted material.","Material outputs are deferred to an unavailable full_analysis.py and are not shown. The supplied snippets depend on undefined helpers and variables such as xlsx, cols, and profiles, so they are not independently runnable. Curated AUCs and exact fold-change leaders are asserted rather than visibly reproducible, and the text contains an internal PLAAC value inconsistency (0.7312 versus 0.8312).",B contains a substantive numerical error.,"{""artifact_id"": ""artifact_1d3ddafbda16730e"", ""content_sha256"": ""4a433f236c5f8383bdfd7f3e78b059bce3d41743d4e8acf0cb8647725b72f769"", ""source_id"": ""live:s004""}","{""artifact_id"": ""artifact_600a4a6d9a31745a"", ""content_sha256"": ""b6bf3b089141216d8da060f8393508ca5a14913864437cb59212a681f9cfda9e"", ""source_id"": ""red-team:s004""}"
original,full,da-10-1,1,6,elicited_6685a8901d9bf060,pair_348065ff49dc38ff,induction,"[""development_rubric""]",artifact_52ca975d91ec76cd,artifact_fe16e8ca4b1aced1,C,B,False,"The submission provides partial snippets, but essential computations depend on undefined helpers and variables (`xlsx`, `cols`, `d`, `profiles`) and an unavailable `full_analysis.py`. Claimed AUC and fold-change outputs are not shown, and the answer contains an inconsistent PLAAC value (0.9312 versus 0.8312 in the trace). Independent review therefore cannot establish the reported computations.","The submission provides plausible analysis snippets and some directly stated results, but material outputs—especially curated AUCs, exact fold-change leaders, and IDR counts—are deferred to an unavailable full_analysis.py or undefined objects such as xlsx, cols, d, and profiles. The displayed snippets are therefore not independently runnable from the submitted material, though they substantially support the claimed workflow rather than wholly undermining it.",B contains a clear substantive numerical error.,"{""artifact_id"": ""artifact_52ca975d91ec76cd"", ""content_sha256"": ""866cf7471782e93954340661c8254e5750cd1a5f1a99281bc3117bdecfc815f6"", ""source_id"": ""red-team:s005""}","{""artifact_id"": ""artifact_fe16e8ca4b1aced1"", ""content_sha256"": ""edc5586b70f3d2f16005d21c523715f0150da6b1532675372cbee627299679d8"", ""source_id"": ""live:s005""}"
original,full,da-10-1,1,6,elicited_6685a8901d9bf060,pair_c3122c6e889dab7d,induction,"[""active_rubric"", ""development_rubric""]",artifact_57b829d3c655f0d2,artifact_3a2423f43b1310c0,C,C,False,"The submission repeatedly relies on an unavailable `full_analysis.py`, undefined helpers such as `xlsx`, and an undefined `profiles` object. Many material outputs, including curated AUCs, composition vectors, fold-change leaders, IDR counts, and agreement statistics, are asserted as being printed but are not shown or reproducible from the submitted code alone.","The submission provides partial snippets, but they rely on undefined helpers such as xlsx and cols, an unavailable full_analysis.py, and an undefined profiles object. Most material outputs—including curated AUCs, fold-change leaders, IDR counts/order, and complete profiles—are asserted as being emitted rather than shown, so the claimed computations cannot be independently established from the submitted material.",B provides slightly stronger reproducibility provenance with no quality loss.,"{""artifact_id"": ""artifact_57b829d3c655f0d2"", ""content_sha256"": ""2246cee43c677e13c21ab2612d14ee8542cf7bee35127b2be0ed655f8b4b11c7"", ""source_id"": ""red-team:s003""}","{""artifact_id"": ""artifact_3a2423f43b1310c0"", ""content_sha256"": ""a3a3593ea4ca1813346cfad46c1eab00f90e3f3cb8a9ff46b78da77e91e9b204"", ""source_id"": ""live:s003""}"
original,full,da-10-1,2,3,elicited_2d1f5abe6adaf3c7,pair_be4af0e6392f103d,induction,"[""development_rubric""]",artifact_97c15bfb6bde4ad1,artifact_a79e2b94881cf809,A,C,True,"The artifact identifies the relevant groups and labels in its code and uses matching operands for human composition tests, curated and human frequency profiles, fold changes, curated-versus-human comparisons, and predictor AUC analyses. Unavailable FuzDrop results are explicitly identified rather than claimed as computed.","The Step 2 code compares hSaPS with hPdPS, but the reported significant residues and percentages are labeled as an hSaPS-versus-hNoPS result, with inconsistent group descriptions. Thus a material reported comparison is attributed to operands different from those used by the displayed computation.",A is internally consistent; B contains a substantive labeling error.,"{""artifact_id"": ""artifact_97c15bfb6bde4ad1"", ""content_sha256"": ""b5c5d73efdaf0c125b2ae2b9aee5a7622f5684de726a9ea7fa616836fe8403dd"", ""source_id"": ""live:s002""}","{""artifact_id"": ""artifact_a79e2b94881cf809"", ""content_sha256"": ""e437a667c2b7bb3c299a14a10fa982e3e1ee22534815ae7f9309439507f20398"", ""source_id"": ""red-team:s002""}"
original,full,da-10-1,2,3,elicited_2d1f5abe6adaf3c7,pair_ef2545d18907ab08,induction,"[""development_rubric""]",artifact_b9be8f7a42af38a1,artifact_f4b5f39ce523ec3c,A,C,True,"The reported human comparisons, composition statistics, predictor AUCs, unavailable FuzDrop result, curated task definitions, and IDR computations are accompanied by inspectable code using the corresponding labels and operands. The claimed numerical human results match the displayed computations, while unshown curated outputs are explicitly described as code-generated rather than fabricated.","The composition code in Step 2 compares hSaPS against hPdPS (`sa` versus `pd`), but the reported results are attributed to hSaPS versus hNoPS and repeated as such in the answer. This operand/group mismatch leaves a material reported comparison unsupported by the displayed computation.",A avoids B’s clear comparison-labeling error.,"{""artifact_id"": ""artifact_b9be8f7a42af38a1"", ""content_sha256"": ""aeeccd7a44ab5948a4eb0549232143a6a138b972fa672fce1eeaffee4b75ea1e"", ""source_id"": ""live:s001""}","{""artifact_id"": ""artifact_f4b5f39ce523ec3c"", ""content_sha256"": ""77ee9845ddadc55373539191f3ac9b0270516242d835a5fe0a545b21b291c39c"", ""source_id"": ""red-team:s001""}"
original,full,da-10-1,2,4,elicited_cfe1fb98d1d8e41a,pair_05c8e3d854785aae,induction,"[""active_rubric"", ""development_rubric""]",artifact_923fc47c7d58731d,artifact_b9be8f7a42af38a1,A,C,True,"Material computations include defined loading, filtering, composition, statistical-testing, and AUC code with reported quantitative outputs. Missing FuzDrop data and the unused IDR analysis are explicitly identified rather than presented as completed.","The submission provides inspectable code for the initial human analyses, but presents the curated and IDR analyses as completed without defining or loading the required `idr` object, and does not provide the corresponding curated outputs. Thus material claimed computations are not independently reproducible from the submitted artifact.",A is cleaner and more trustworthy despite being narrower.,"{""artifact_id"": ""artifact_923fc47c7d58731d"", ""content_sha256"": ""56dcb2954a68737e84612b69c94402c84edf4634fcbfcd460bb532e79ed45286"", ""source_id"": ""sealed-seed:rep-002:clean""}","{""artifact_id"": ""artifact_b9be8f7a42af38a1"", ""content_sha256"": ""aeeccd7a44ab5948a4eb0549232143a6a138b972fa672fce1eeaffee4b75ea1e"", ""source_id"": ""live:s001""}"
original,full,da-10-1,2,6,elicited_59525d82decd7eb6,pair_d868d81d926f524c,induction,"[""active_rubric"", ""development_rubric""]",artifact_b77509346b4a56c0,artifact_97c15bfb6bde4ad1,C,A,False,"The artifact’s final answer states that PScore was best for hSaPS by AUC, but its own reported values show PLAAC was best (0.831 vs 0.813 for PScore). This is a material, unqualified contradiction.","The stated predictor rankings match the directly reported AUC values: PLAAC is highest for hSaPS (0.831), and catGRANULE is highest for hPdPS (0.726). The composition conclusions also match the reported amino-acid differences, with no contradictory comparative conclusion.",A has the correct conclusion; B contains a direct numerical interpretation error.,"{""artifact_id"": ""artifact_b77509346b4a56c0"", ""content_sha256"": ""c547b0e400e980bfd9822007116dc68bb0c147bbe1cf12a4e055c15615b273a8"", ""source_id"": ""red-team:s003""}","{""artifact_id"": ""artifact_97c15bfb6bde4ad1"", ""content_sha256"": ""b5c5d73efdaf0c125b2ae2b9aee5a7622f5684de726a9ea7fa616836fe8403dd"", ""source_id"": ""live:s002""}"
